srcLabelIx,srcLabelName,dstLabelId
2704,Colius striatus,4127
2705,Collocalia affinis,4130
2706,Collocalia esculenta,4132
2707,Collocalia troglodytes,4138
2708,Colluricincla fortis,4141
2709,Colluricincla megarhyncha,4142
2710,Pachycephala melanorhyncha,4144
2711,Colluricincla boweri,4145
2712,Colluricincla harmonica,4147
2713,Colluricincla rufogaster,4148
2714,Colluricincla tappenbecki,4149
2715,Colluricincla woodwardi,4151
2716,Colobus guereza,4153
2717,Colobus,4156
2718,Coloeus dauuricus,4157
2719,Coloeus monedula,4159
2720,Colonia colonus,4164
2721,Colorhamphus parvirostris,4166
2722,Colostethus fraterdanieli,4167
2723,Colostethus pratti,4174
2724,Colostethus ruthveni,4175
2725,Colostethus,4176
2726,Columba albitorques,4178
2727,Columba arquatrix,4180
2728,Columba bollii,4181
2729,Columba delegorguei,4182
2730,Columba elphinstonii,4183
2731,Columba eversmanni,4184
2732,Columba guinea,4185
2733,Columba iriditorques,4187
2734,Columba janthina,4188
2735,Columba junoniae,4189
2736,Columba leucomela,4190
2737,Columba leuconota,4191
2738,Columba livia,4192
2739,Columba malherbii,4194
2740,Columba oenas,4195
2741,Columba palumboides,4197
2742,Columba palumbus,4198
2743,Columba pulchricollis,4200
2744,Columba rupestris,4202
2745,Columba torringtoniae,4205
2746,Columba trocaz,4206
2747,Columba unicincta,4207
2748,Columba vitiensis,4208
2749,Columbina buckleyi,4209
2750,Columbina cruziana,4210
2751,Columbina cyanopis,4211
2752,Columbina inca,4212
2753,Columbina minuta,4213
2754,Columbina passerina,4214
2755,Columbina picui,4215
2756,Columbina squammata,4216
2757,Columbina talpacoti,4217
2758,Compsothraupis loricata,4219
2759,Conioptilon mcilhennyi,4222
2760,Conirostrum albifrons,4223
2761,Conirostrum bicolor,4224
2762,Conirostrum binghami,4225
2763,Conirostrum cinereum,4226
2764,Conirostrum ferrugineiventre,4227
2765,Conirostrum leucogenys,4228
2766,Conirostrum margaritae,4229
2767,Conirostrum rufum,4230
2768,Conirostrum sitticolor,4231
2769,Conirostrum speciosum,4232
2770,Conirostrum tamarugense,4233
2771,Connochaetes taurinus,4236
2772,Conocephalus albescens,4238
2773,Conocephalus brevipennis,4241
2774,Conocephalus cinereus,4243
2775,Conocephalus discolor,4247
2776,Conocephalus fuscus,4248
2777,Conocephalus dorsalis,4249
2778,Conocephalus exemptus,4251
2779,Conocephalus fasciatus,4252
2780,Conocephalus melaenus,4261
2781,Conocephalus nemoralis,4262
2782,Conocephalus nigropleuroides,4263
2783,Conocephalus semivittatus,4268
2784,Conocephalus spartinae,4269
2785,Conocephalus strictus,4272
2786,Conocephalus upoluensis,4273
2787,Conopias albovittatus,4279
2788,Conopias parvus,4280
2789,Conopias cinchoneti,4281
2790,Conopias trivirgatus,4282
2791,Conopophaga ardesiaca,4283
2792,Conopophaga aurita,4284
2793,Conopophaga castaneiceps,4285
2794,Conopophaga cearae,4286
2795,Conopophaga lineata,4287
2796,Conopophaga melanogaster,4288
2797,Conopophaga melanops,4289
2798,Conopophaga peruviana,4290
2799,Conopophaga roberti,4291
2800,Conopophaga snethlageae,4292
2801,Conopophila albogularis,4293
2802,Conopophila rufogularis,4294
2803,Conopophila whitei,4295
2804,Paradoxornis aemodius,4296
2805,Conothraupis mesoleuca,4298
2806,Conothraupis speculigera,4299
2807,Contopus albogularis,4301
2808,Contopus bogotensis,4302
2809,Contopus cinereus,4303
2810,Contopus caribaeus,4304
2811,Contopus cooperi,4305
2812,Contopus fumigatus,4306
2813,Contopus hispaniolensis,4307
2814,Contopus latirostris,4308
2815,Contopus lugubris,4309
2816,Contopus nigrescens,4310
2817,Contopus ochraceus,4311
2818,Contopus pallidus,4312
2819,Contopus pertinax,4313
2820,Contopus punensis,4314
2821,Contopus sordidulus,4315
2822,Contopus virens,4316
2823,Cophixalus infacetus,4322
2824,Cophixalus ornatus,4324
2825,Copsychus albiventris,4330
2826,Copsychus albospecularis,4331
2827,Copsychus cebuensis,4332
2828,Copsychus fulicatus,4333
2829,Copsychus leggei,4334
2830,Copsychus luzoniensis,4335
2831,Copsychus superciliaris,4336
2832,Copsychus malabaricus,4337
2833,Copsychus mindanensis,4338
2834,Copsychus niger,4339
2835,Copsychus pyrropygus,4340
2836,Copsychus saularis,4341
2837,Copsychus stricklandii,4343
2838,Coracias abyssinicus,4344
2839,Coracias affinis,4345
2840,Coracias benghalensis,4346
2841,Coracias caudatus,4347
2842,Coracias cyanogaster,4348
2843,Coracias garrulus,4349
2844,Coracias naevius,4350
2845,Coracias spatulatus,4351
2846,Coracias temminckii,4352
2847,Coracina atriceps,4353
2848,Cyanograucalus azureus,4354
2849,Coracina bicolor,4355
2850,Coracina boyeri,4356
2851,Coracina caeruleogrisea,4357
2852,Coracina caledonica,4358
2853,Edolisoma coerulescens,4359
2854,Edolisoma dohertyi,4362
2855,Lalage fimbriata,4363
2856,Coracina guillemardi,4365
2857,Edolisoma holopolium,4366
2858,Edolisoma incertum,4367
2859,Coracina javensis,4369
2860,Coracina larutensis,4371
2861,Coracina larvata,4372
2862,Coracina lineata,4374
2863,Coracina longicauda,4375
2864,Coracina macei,4376
2865,Coracina maxima,4377
2866,Malindangia mcgregori,4378
2867,Lalage melanoptera,4379
2868,Edolisoma melas,4380
2869,Lalage melaschistos,4381
2870,Edolisoma montanum,4384
2871,Edolisoma morio,4385
2872,Lalage newtoni,4387
2873,Coracina novaehollandiae,4388
2874,Edolisoma ostentum,4389
2875,Coracina striata,4391
2876,Coracina papuensis,4392
2877,Coracina parvula,4393
2878,Coracina personata,4395
2879,Lalage polioptera,4396
2880,Edolisoma remotum,4397
2881,Edolisoma salomonis,4398
2882,Edolisoma schisticeps,4400
2883,Coracina temminckii,4401
2884,Lalage typica,4404
2885,Coracopsis barklyi,4406
2886,Coracopsis nigra,4407
2887,Coracopsis vasa,4409
2888,Coracornis raveni,4410
2889,Coragyps atratus,4412
2890,Corapipo altera,4413
2891,Corapipo gutturalis,4414
2892,Corapipo leucorrhoa,4415
2893,Corcorax melanorhamphos,4416
2894,Cormobates leucophaea,4418
2895,Cormobates placens,4419
2896,Cornufer pelewensis,4427
2897,Corthylio calendula,4434
2898,Corvinella corvina,4435
2899,Corvus albicollis,4437
2900,Corvus albus,4438
2901,Corvus bennetti,4439
2902,Corvus brachyrhynchos,4440
2903,Corvus capensis,4441
2904,Corvus celebensis,4442
2905,Corvus corax,4444
2906,Corvus cornix,4445
2907,Corvus corone,4446
2908,Corvus coronoides,4447
2909,Corvus crassirostris,4448
2910,Corvus cryptoleucus,4449
2911,Corvus culminatus,4450
2912,Corvus edithae,4451
2913,Corvus enca,4452
2914,Corvus florensis,4453
2915,Corvus frugilegus,4454
2916,Corvus fuscicapillus,4455
2917,Corvus hawaiiensis,4456
2918,Corvus imparatus,4457
2919,Corvus insularis,4458
2920,Corvus jamaicensis,4459
2921,Corvus kubaryi,4460
2922,Corvus leucognaphalus,4461
2923,Corvus levaillantii,4462
2924,Corvus macrorhynchos,4463
2925,Corvus meeki,4464
2926,Corvus mellori,4465
2927,Corvus minutus,4466
2928,Corvus moneduloides,4467
2929,Corvus nasicus,4468
2930,Corvus orru,4469
2931,Corvus ossifragus,4470
2932,Corvus palmarum,4471
2933,Corvus philippinus,4472
2934,Corvus pusillus,4473
2935,Corvus rhipidurus,4474
2936,Corvus ruficollis,4475
2937,Corvus samarensis,4476
2938,Corvus sierramadrensis,4477
2939,Corvus sinaloae,4478
2940,Corvus splendens,4479
2941,Corvus tasmanicus,4480
2942,Corvus torquatus,4481
2943,Corvus tristis,4482
2944,Corvus typicus,4483
2945,Corvus unicolor,4484
2946,Corvus validus,4485
2947,Corvus violaceus,4486
2948,Corvus woodfordi,4487
2949,Corydon sumatranus,4488
2950,Corypha athi,4492
2951,Corypha kabalii,4495
2952,Coryphaspiza melanotis,4500
2953,Coryphistera alaudina,4501
2954,Coryphospingus cucullatus,4502
2955,Coryphospingus pileatus,4503
2956,Corythaeola cristata,4504
2957,Crinifer concolor,4505
2958,Crinifer leucogaster,4507
2959,Crinifer personatus,4509
2960,Corythopis delalandi,4510
2961,Corythopis torquatus,4511
2962,Corythornis cristatus,4512
2963,Corythornis leucogaster,4513
2964,Corythornis madagascariensis,4514
2965,Corythornis vintsioides,4515
2966,Coscoroba coscoroba,4516
2967,Cossypha albicapillus,4517
2968,Dessonornis anomalus,4518
2969,Cossypha ansorgei,4520
2970,Dessonornis archeri,4521
2971,Dessonornis caffer,4523
2972,Cossypha cyanocampter,4524
2973,Cossypha dichroa,4525
2974,Cossypha heinrichi,4526
2975,Cossypha heuglini,4527
2976,Dessonornis humeralis,4528
2977,Cossyphicula isabellae,4530
2978,Cossypha natalensis,4531
2979,Cossypha niveicapilla,4532
2980,Sheppardia polioptera,4533
2981,Cossypha semirufa,4535
2982,Cossyphicula roberti,4537
2983,Cotinga amabilis,4538
2984,Cotinga cayana,4539
2985,Cotinga maynana,4542
2986,Cotinga nattererii,4543
2987,Cotinga ridgwayi,4544
2988,Coturnicops exquisitus,4545
2989,Coturnicops noveboracensis,4546
2990,Coturnix coromandelica,4547
2991,Coturnix coturnix,4548
2992,Coturnix delegorguei,4549
2993,Coturnix japonica,4550
2994,Coturnix pectoralis,4551
2995,Coua caerulea,4552
2996,Coua coquereli,4553
2997,Coua cristata,4554
2998,Coua cursor,4555
2999,Coua gigas,4556
3000,Coua olivaceiceps,4557
3001,Coua ruficeps,4558
3002,Coua reynaudii,4559
3003,Coua serriana,4560
3004,Coua verreauxi,4561
3005,Cracticus argenteus,4562
3006,Cracticus torquatus,4563
3007,Cracticus cassicus,4564
3008,Cracticus mentalis,4566
3009,Cracticus nigrogularis,4567
3010,Cranioleuca albicapilla,4570
3011,Cranioleuca albiceps,4571
3012,Cranioleuca antisiensis,4572
3013,Cranioleuca berlepschi,4573
3014,Cranioleuca curtata,4574
3015,Cranioleuca demissa,4575
3016,Cranioleuca dissita,4576
3017,Cranioleuca vulpina,4577
3018,Cranioleuca erythrops,4578
3019,Thripophaga gutturata,4579
3020,Cranioleuca hellmayri,4581
3021,Cranioleuca henricae,4582
3022,Cranioleuca marcapatae,4583
3023,Cranioleuca muelleri,4584
3024,Cranioleuca obsoleta,4585
3025,Cranioleuca pallida,4586
3026,Cranioleuca pyrrhophia,4587
3027,Cranioleuca semicinerea,4588
3028,Cranioleuca subcristata,4589
3029,Limnoctites sulphuriferus,4590
3030,Cranioleuca vulpecula,4591
3031,Origma murina,4596
3032,Origma robusta,4598
3033,Craugastor augusti,4600
3034,Craugastor fitzingeri,4603
3035,Craugastor raniformis,4608
3036,Crax alberti,4614
3037,Crax alector,4615
3038,Crax blumenbachii,4616
3039,Crax daubentoni,4617
3040,Crax fasciolata,4618
3041,Crax globulosa,4619
3042,Crax rubra,4620
3043,Creagrus furcatus,4621
3044,Creatophora cinerea,4622
3045,Crecopsis egregia,4623
3046,Creurgops dentatus,4625
3047,Creurgops verticalis,4626
3048,Crex crex,4627
3049,Crinia deserticola,4630
3050,Crinia georgiana,4631
3051,Crinia glauerti,4632
3052,Crinia insignifera,4633
3053,Crinia parinsignifera,4635
3054,Crinia pseudinsignifera,4636
3055,Crinia signifera,4639
3056,Crinia subinsignifera,4641
3057,Crinia tasmaniensis,4642
3058,Crinia tinnula,4643
3059,Crinifer piscator,4644
3060,Crinifer zonurus,4645
3061,Criniger barbatus,4646
3062,Criniger calurus,4647
3063,Criniger chloronotus,4648
3064,Criniger ndussumensis,4649
3065,Criniger olivaceus,4650
3066,Crithagra albogularis,4656
3067,Crithagra ankoberensis,4657
3068,Crithagra atrogularis,4658
3069,Crithagra buchanani,4659
3070,Crithagra burtoni,4660
3071,Crithagra capistrata,4662
3072,Crithagra citrinelloides,4663
3073,Crithagra donaldsoni,4666
3074,Crithagra dorsostriata,4667
3075,Crithagra flavigula,4668
3076,Crithagra flaviventris,4669
3077,Crithagra frontalis,4670
3078,Crithagra gularis,4671
3079,Crithagra hyposticta,4672
3080,Crithagra leucoptera,4674
3081,Crithagra leucopygia,4675
3082,Crithagra melanochroa,4676
3083,Crithagra menachensis,4677
3084,Crithagra mennelli,4678
3085,Crithagra mozambica,4679
3086,Crithagra reichardi,4680
3087,Crithagra reichenowi,4682
3088,Crithagra rothschildi,4683
3089,Crithagra rufobrunnea,4684
3090,Crithagra scotops,4685
3091,Crithagra striolata,4686
3092,Crithagra sulphurata,4687
3093,Crithagra symonsi,4688
3094,Crithagra totta,4689
3095,Crithagra tristriata,4690
3096,Crithagra xantholaema,4692
3097,Laniellus albonotatus,4694
3098,Laniellus langbianis,4695
3099,Crocidura russula,4697
3100,Crocuta crocuta,4698
3101,Crossleyia xanthophrys,4701
3102,Crossoptilon auritum,4703
3103,Crossoptilon crossoptilon,4704
3104,Crossoptilon harmani,4705
3105,Crossoptilon mantchuricum,4706
3106,Crotalus atrox,4710
3107,Crotalus horridus,4714
3108,Crotalus molossus,4715
3109,Crotalus oreganus,4716
3110,Crotalus viridis,4722
3111,Crotophaga ani,4724
3112,Crotophaga major,4725
3113,Crotophaga sulcirostris,4726
3114,Crypsirina cucullata,4728
3115,Crypsirina temia,4729
3116,Cryptillas victorini,4730
3117,Cryptoleucopteryx plumbea,4731
3118,Cryptolybia olivacea,4732
3119,Cryptomicroeca flaviventris,4734
3120,Cryptopezus nattereri,4735
3121,Cryptopipo holochlora,4737
3122,Cryptospiza jacksoni,4740
3123,Cryptospiza reichenovii,4741
3124,Cryptospiza salvadorii,4742
3125,Cryptosylvicola randrianasoloi,4743
3126,Cryptotympana acuta,4744
3127,Cryptotympana atrata,4746
3128,Cryptotympana facialis,4748
3129,Cryptotympana holsti,4750
3130,Cryptotympana takasagona,4753
3131,Crypturellus atrocapillus,4756
3132,Crypturellus bartletti,4757
3133,Crypturellus berlepschi,4758
3134,Crypturellus boucardi,4759
3135,Crypturellus brevirostris,4760
3136,Crypturellus casiquiare,4761
3137,Crypturellus cinereus,4762
3138,Crypturellus cinnamomeus,4763
3139,Crypturellus duidae,4764
3140,Crypturellus erythropus,4765
3141,Crypturellus kerriae,4766
3142,Crypturellus noctivagus,4767
3143,Crypturellus obsoletus,4768
3144,Crypturellus parvirostris,4769
3145,Crypturellus soui,4771
3146,Crypturellus strigulosus,4772
3147,Crypturellus tataupa,4773
3148,Crypturellus transfasciatus,4774
3149,Crypturellus undulatus,4775
3150,Crypturellus variegatus,4776
3151,Ctenodecticus bolivari,4777
3152,Ctenophryne geayi,4791
3153,Cuculus canorus,4793
3154,Cuculus clamosus,4794
3155,Cuculus crassirostris,4795
3156,Hierococcyx fugax,4796
3157,Cuculus gularis,4797
3158,Hierococcyx hyperythrus,4798
3159,Cuculus lepidus,4799
3160,Cuculus micropterus,4800
3161,Hierococcyx nisicolor,4801
3162,Cuculus optatus,4802
3163,Hierococcyx pectoralis,4803
3164,Cuculus poliocephalus,4804
3165,Cuculus rochii,4805
3166,Cuculus saturatus,4806
3167,Cuculus solitarius,4807
3168,Hierococcyx bocki,4808
3169,Hierococcyx sparverioides,4809
3170,Hierococcyx vagans,4810
3171,Hierococcyx varius,4811
3172,Culicicapa ceylonensis,4812
3173,Culicicapa helianthea,4813
3174,Culicidae,4814
3175,Culicivora caudacuta,4815
3176,Curaeus curaeus,4819
3177,Curruca althaea,4820
3178,Curruca balearica,4821
3179,Curruca boehmi,4822
3180,Curruca buryi,4823
3181,Curruca cantillans,4824
3182,Curruca communis,4825
3183,Curruca conspicillata,4827
3184,Curruca crassirostris,4829
3185,Curruca curruca,4830
3186,Curruca deserti,4832
3187,Curruca deserticola,4833
3188,Curruca hortensis,4834
3189,Curruca iberiae,4836
3190,Curruca layardi,4837
3191,Curruca leucomelaena,4838
3192,Curruca lugens,4839
3193,Curruca melanocephala,4840
3194,Curruca melanothorax,4841
3195,Curruca minula,4842
3196,Curruca mystacea,4843
3197,Curruca nana,4845
3198,Curruca nisoria,4847
3199,Curruca ruppeli,4849
3200,Curruca sarda,4851
3201,Curruca subalpina,4852
3202,Curruca subcoerulea,4853
3203,Curruca undata,4854
3204,Cursorius coromandelicus,4856
3205,Cursorius cursor,4857
3206,Cursorius rufus,4858
3207,Cursorius somalensis,4859
3208,Cursorius temminckii,4860
3209,Cutia legalleni,4861
3210,Cutia nipalensis,4862
3211,Cyanerpes caeruleus,4863
3212,Cyanerpes cyaneus,4864
3213,Cyanerpes lucidus,4865
3214,Cyanerpes nitidus,4866
3215,Cyanicterus cyanicterus,4867
3216,Cyanistes caeruleus,4868
3217,Cyanistes cyanus,4869
3218,Cyanistes teneriffae,4870
3219,Cyanochen cyanoptera,4871
3220,Cyanocitta cristata,4872
3221,Cyanocitta stelleri,4873
3222,Cyanoloxia cyanoides,4874
3223,Cyanocompsa parellina,4875
3224,Cyanocorax affinis,4876
3225,Cyanocorax beecheii,4877
3226,Cyanocorax caeruleus,4878
3227,Cyanocorax cayanus,4879
3228,Cyanocorax chrysops,4880
3229,Cyanocorax cristatellus,4881
3230,Cyanocorax cyanomelas,4882
3231,Cyanocorax cyanopogon,4883
3232,Cyanocorax dickeyi,4884
3233,Cyanocorax heilprini,4885
3234,Cyanocorax luxuosus,4886
3235,Cyanocorax melanocyaneus,4887
3236,Cyanocorax morio,4888
3237,Cyanocorax mystacalis,4890
3238,Cyanocorax sanblasianus,4891
3239,Cyanocorax violaceus,4892
3240,Cyanocorax yncas,4893
3241,Cyanocorax yucatanicus,4894
3242,Cyanoderma ambiguum,4895
3243,Cyanoderma bicolor,4896
3244,Cyanoderma erythropterum,4897
3245,Cyanoderma chrysaeum,4898
3246,Cyanoderma melanothorax,4899
3247,Cyanoderma pyrrhops,4900
3248,Cyanoderma ruficeps,4901
3249,Cyanoderma rufifrons,4902
3250,Cyanolanius madagascarinus,4904
3251,Cyanoliseus patagonus,4905
3252,Cyanoloxia brissonii,4906
3253,Cyanoloxia glaucocaerulea,4907
3254,Cyanoloxia rothschildii,4908
3255,Cyanolyca argentigula,4909
3256,Cyanolyca armillata,4910
3257,Cyanolyca cucullata,4911
3258,Cyanolyca mirabilis,4912
3259,Cyanolyca nanus,4913
3260,Cyanolyca pulchra,4914
3261,Cyanolyca pumilo,4915
3262,Cyanolyca turcosa,4916
3263,Cyanolyca viridicyanus,4917
3264,Cyanomitra alinae,4918
3265,Cyanomitra cyanolaema,4920
3266,Cyanomitra olivacea,4921
3267,Cyanomitra oritis,4922
3268,Cyanomitra veroxii,4923
3269,Cyanomitra verticalis,4924
3270,Cyanopica cooki,4925
3271,Cyanopica cyanus,4926
3272,Cyanoptila cumatilis,4928
3273,Cyanoptila cyanomelana,4929
3274,Cyanoramphus auriceps,4930
3275,Cyanoramphus cookii,4931
3276,Cyanoramphus forbesi,4932
3277,Cyanoramphus malherbi,4933
3278,Cyanoramphus novaezelandiae,4934
3279,Cyanoramphus saisseti,4935
3280,Cyclarhis gujanensis,4937
3281,Cyclarhis nigrirostris,4938
3282,Cyclochila australasiae,4939
3283,Cyclopsitta diophthalma,4942
3284,Cyclopsitta gulielmitertii,4943
3285,Cycloptilum bidens,4948
3286,Cycloptilum comprehendens,4949
3287,Cycloptilum exsanguis,4951
3288,Cycloptilum irregularis,4952
3289,Cycloptilum kelainopum,4953
3290,Cycloptilum pigrum,4954
3291,Cycloptilum slossoni,4956
3292,Cycloptilum squamosum,4959
3293,Cycloptilum tardum,4960
3294,Cycloptilum trigonipalpum,4961
3295,Cycloptilum velox,4962
3296,Cycloptilum zebra,4963
3297,Cycloptilum,4964
3298,Cygnus atratus,4974
3299,Cygnus buccinator,4975
3300,Cygnus columbianus,4976
3301,Cygnus cygnus,4977
3302,Cygnus melancoryphus,4978
3303,Cygnus olor,4979
3304,Cymbilaimus lineatus,4980
3305,Cymbilaimus sanctaemariae,4981
3306,Cymbirhynchus macrorhynchos,4982
3307,Cynanthus auriceps,4983
3308,Cynanthus canivetii,4984
3309,Cynanthus doubledayi,4985
3310,Cynanthus forficatus,4986
3311,Cynanthus latirostris,4987
3312,Cynomys gunnisoni,4990
3313,Cynomys ludovicianus,4993
3314,Cynoscion nebulosus,5000
3315,Cynoscion regalis,5001
3316,Cyornis brunneatus,5003
3317,Cyornis caerulatus,5004
3318,Cyornis pelingensis,5006
3319,Leucoptilon concretum,5007
3320,Cyornis glaucicomans,5010
3321,Cyornis hainanus,5011
3322,Eumyias hoevelli,5013
3323,Eumyias hyacinthinus,5015
3324,Cyornis lemprieri,5018
3325,Cyornis magnirostris,5019
3326,Cyornis olivaceus,5023
3327,Cyornis omissus,5024
3328,Eumyias oscillans,5027
3329,Cyornis pallidipes,5028
3330,Cyornis poliogenys,5029
3331,Cyornis rubeculoides,5030
3332,Cyornis rufigastra,5033
3333,Eumyias sanfordi,5034
3334,Cyornis sumatrensis,5036
3335,Cyornis tickelliae,5037
3336,Cyornis superbus,5038
3337,Cyornis turcosus,5039
3338,Cyornis umbratilis,5040
3339,Cyornis unicolor,5041
3340,Cyornis whitei,5042
3341,Cyphoderris monstrosa,5045
3342,Cyphorhinus arada,5046
3343,Cyphorhinus dichrous,5047
3344,Cyphorhinus phaeocephalus,5048
3345,Cyphorhinus thoracicus,5049
3346,Cypseloides cherriei,5054
3347,Cypseloides cryptus,5055
3348,Cypseloides fumigatus,5056
3349,Cypseloides niger,5058
3350,Cypseloides senex,5060
3351,Cypsiurus balasiensis,5062
3352,Cypsiurus gracilis,5063
3353,Cypsiurus parvus,5064
3354,Cypsnagra hirundinacea,5065
3355,Cyrtonyx montezumae,5068
3356,Cyrtonyx ocellatus,5069
3357,Cyrtoxipha columbiana,5072
3358,Cyrtoxipha confusa,5073
3359,Cyrtoxipha gundlachi,5074
3360,Cyrtoxipha nola,5075
3361,Cyrtoxipha,5076
3362,Cystopsaltria immaculata,5077
3363,Cystosoma saundersii,5078
3364,Cystosoma schmeltzi,5079
3365,Dacelo gaudichaud,5081
3366,Dacelo leachii,5082
3367,Dacelo novaeguineae,5083
3368,Dacelo tyro,5084
3369,Dacnis albiventris,5085
3370,Dacnis berlepschi,5086
3371,Dacnis cayana,5087
3372,Dacnis egregia,5088
3373,Dacnis flaviventer,5089
3374,Dacnis hartlaubi,5090
3375,Dacnis lineata,5091
3376,Dacnis nigripes,5092
3377,Dacnis venusta,5093
3378,Dactylomys boliviensis,5098
3379,Dactylomys dactylinus,5099
3380,Dactylortyx thoracicus,5102
3381,Dama dama,5104
3382,Daphoenositta chrysoptera,5108
3383,Daphoenositta miranda,5109
3384,Daption capense,5111
3385,Daptrius ater,5113
3386,Daptrius australis,5114
3387,Daptrius carunculatus,5115
3388,Daptrius chimachima,5116
3389,Daptrius chimango,5117
3390,Daptrius megalopterus,5118
3391,Dasycrotapha plateni,5120
3392,Dasycrotapha speciosa,5122
3393,Dasylophus cumingi,5126
3394,Dasylophus superciliosus,5127
3395,Dasyornis brachypterus,5130
3396,Dasyornis broadbenti,5131
3397,Dasyornis longirostris,5132
3398,Dasyprocta punctata,5135
3399,Deconychura longicauda,5146
3400,Deconychura pallida,5147
3401,Deconychura typica,5148
3402,Decticus albifrons,5150
3403,Decticus verrucivorus,5152
3404,Deleornis axillaris,5154
3405,Deleornis fraseri,5155
3406,Delichon dasypus,5157
3407,Delichon lagopodum,5158
3408,Delichon urbicum,5159
3409,Delichon nipalense,5160
3410,Delphinapterus leucas,5161
3411,Delphinidae,5162
3412,Delphinus delphis,5164
3413,Ramphotrigon flammulatum,5166
3414,Dendragapus fuliginosus,5167
3415,Dendragapus obscurus,5168
3416,Dendrexetastes rufigula,5170
3417,Dendrocincla anabatina,5177
3418,Dendrocincla fuliginosa,5178
3419,Dendrocincla turdina,5179
3420,Dendrocincla homochroa,5180
3421,Dendrocincla merula,5181
3422,Dendrocincla tyrannina,5182
3423,Dendrocitta bayleii,5183
3424,Dendrocitta cinerascens,5184
3425,Dendrocitta formosae,5185
3426,Dendrocitta frontalis,5186
3427,Dendrocitta leucogastra,5187
3428,Dendrocitta occipitalis,5188
3429,Dendrocitta vagabunda,5189
3430,Dendrocolaptes certhia,5190
3431,Dendrocolaptes hoffmannsi,5191
3432,Dendrocolaptes picumnus,5192
3433,Dendrocolaptes platyrostris,5193
3434,Dendrocolaptes sanctithomae,5194
3435,Dendrocopos analis,5195
3436,Dendrocopos assimilis,5196
3437,Dendrocopos atratus,5197
3438,Dryobates cathpharius,5199
3439,Dryobates pernyii,5200
3440,Dendrocopos darjellensis,5201
3441,Dendrocopos himalayensis,5202
3442,Dendrocopos hyperythrus,5203
3443,Dendrocopos leucopterus,5204
3444,Dendrocopos leucotos,5205
3445,Dendrocopos macei,5206
3446,Dendrocopos major,5207
3447,Dendrocoptes medius,5208
3448,Dryobates minor,5210
3449,Dendrocopos noguchii,5212
3450,Dendrocopos syriacus,5213
3451,Dendrocoptes auriceps,5214
3452,Dendrocoptes dorae,5215
3453,Dendrocygna arborea,5216
3454,Dendrocygna arcuata,5217
3455,Dendrocygna autumnalis,5218
3456,Dendrocygna bicolor,5219
3457,Dendrocygna eytoni,5220
3458,Dendrocygna guttata,5221
3459,Dendrocygna javanica,5222
3460,Dendrocygna viduata,5223
3461,Dendrohyrax arboreus,5224
3462,Dendrohyrax dorsalis,5226
3463,Dendroma erythroptera,5228
3464,Dendroma rufa,5229
3465,Dendronanthus indicus,5231
3466,Dendropicos fuscescens,5236
3467,Dendropicos gabonensis,5237
3468,Dendropicos goertae,5238
3469,Dendropicos griseocephalus,5239
3470,Dendropicos lugubris,5240
3471,Dendropicos obsoletus,5241
3472,Dendropicos spodocephalus,5243
3473,Dendroplex kienerii,5245
3474,Dendroplex picus,5246
3475,Dendropsophus bifurcus,5251
3476,Dendropsophus bogerti,5253
3477,Dendropsophus bokermanni,5254
3478,Dendropsophus branneri,5255
3479,Dendropsophus carnifex,5257
3480,Dendropsophus columbianus,5258
3481,Dendropsophus ebraccatus,5262
3482,Dendropsophus labialis,5270
3483,Dendropsophus leali,5272
3484,Dendropsophus leucophyllatus,5273
3485,Dendropsophus marmoratus,5274
3486,Dendropsophus melanargyreus,5276
3487,Dendropsophus microcephalus,5277
3488,Dendropsophus microps,5278
3489,Dendropsophus minusculus,5279
3490,Dendropsophus minutus,5280
3491,Dendropsophus nanus,5282
3492,Dendropsophus parviceps,5284
3493,Dendropsophus phlebodes,5285
3494,Dendropsophus rhodopeplus,5287
3495,Dendropsophus robertmertensi,5289
3496,Dendropsophus sanborni,5292
3497,Dendropsophus sarayacuensis,5293
3498,Dendropsophus walfordi,5300
3499,Dendropsophus werneri,5301
3500,Dendropsophus,5302
3501,Dendrortyx barbatus,5303
3502,Dendrortyx leucophrys,5304
3503,Dendrortyx macroura,5305
3504,Deracantha onos,5306
3505,Deroptyus accipitrinus,5309
3506,Desmodus rotundus,5311
3507,Devioeca papuana,5313
3508,Dianemobius fascipes,5317
3509,Diasporus diastema,5321
3510,Diasporus tinker,5325
3511,Diasporus vocator,5326
3512,Dicaeum aeneum,5329
3513,Dicaeum agile,5331
3514,Dicaeum annae,5332
3515,Dicaeum anthonyi,5333
3516,Dicaeum aureolimbatum,5334
3517,Dicaeum australe,5335
3518,Dicaeum bicolor,5337
3519,Dicaeum cambodianum,5338
3520,Dicaeum ignipectus,5339
3521,Dicaeum celebicum,5340
3522,Dicaeum chrysorrheum,5341
3523,Dicaeum concolor,5342
3524,Dicaeum cruentatum,5343
3525,Dicaeum erythrorhynchos,5345
3526,Dicaeum geelvinkianum,5349
3527,Dicaeum haematostictum,5350
3528,Dicaeum sanguinolentum,5352
3529,Dicaeum hirundinaceum,5354
3530,Dicaeum hypoleucum,5356
3531,Dicaeum igniferum,5357
3532,Dicaeum maugei,5360
3533,Dicaeum melanozanthum,5361
3534,Dicaeum minullum,5362
3535,Dicaeum monticolum,5363
3536,Dicaeum nehrkorni,5364
